id,date,time,datetime,provice,city
61,2022-12-10,10:59,2022-12-10 10:59,浙江,舟山市
62,2022-12-10,23:17,2022-12-10 23:17,上海,上海市
63,2022-12-10,23:57,2022-12-10 23:57,江苏,常州市
64,2022-12-10,22:57,2022-12-10 22:57,江苏,泰州市
65,2022-12-10,10:30,2022-12-10 10:30,北京,北京市
66,2022-12-10,22:53,2022-12-10 22:53,浙江,杭州市
67,2022-12-10,20:59,2022-12-10 20:59,上海,上海市
68,2022-12-10,10:18,2022-12-10 10:18,北京,北京市
69,2022-12-10,22:13,2022-12-10 22:13,上海,上海市
70,2022-12-10,22:46,2022-12-10 22:46,浙江,杭州市
71,2022-12-10,19:02,2022-12-10 19:02,北京,北京市
72,2022-12-10,11:50,2022-12-10 11:50,江苏,连云港市
73,2022-12-10,21:52,2022-12-10 21:52,上海,上海市
74,2022-12-10,10:09,2022-12-10 10:09,山东,东营市
75,2022-12-10,14:59,2022-12-10 14:59,深圳,深圳
76,2022-12-10,21:07,2022-12-10 21:07,上海,上海市
77,2022-12-10,20:59,2022-12-10 20:59,深圳,深圳
78,2022-12-10,09:05,2022-12-10 09:05,江苏,南京市
79,2022-12-10,20:23,2022-12-10 20:23,深圳,深圳
80,2022-12-10,08:57,2022-12-10 08:57,广州,广州
81,2022-12-10,22:49,2022-12-10 22:49,深圳,深圳
82,2022-12-10,17:30,2022-12-10 17:30,江苏,宿迁市
83,2022-12-10,21:58,2022-12-10 21:58,广州,广州
84,2022-12-10,22:50,2022-12-10 22:50,深圳,深圳
85,2022-12-10,09:19,2022-12-10 09:19,北京,北京市
86,2022-12-10,11:59,2022-12-10 11:59,深圳,深圳
87,2022-12-10,14:47,2022-12-10 14:47,山东,济南市
88,2022-12-10,22:46,2022-12-10 22:46,北京,北京市
89,2022-12-10,16:09,2022-12-10 16:09,浙江,宁波市
90,2022-12-10,05:49,2022-12-10 05:49,江苏,南京市
91,2022-12-10,21:03,2022-12-10 21:03,北京,北京市
92,2022-12-10,21:16,2022-12-10 21:16,上海,上海市
93,2022-12-10,17:16,2022-12-10 17:16,山东,菏泽地区
94,2022-12-10,07:56,2022-12-10 07:56,浙江,金华市
95,2022-12-10,06:17,2022-12-10 06:17,上海,上海市
96,2022-12-10,22:00,2022-12-10 22:00,深圳,深圳
97,2022-12-10,11:27,2022-12-10 11:27,江苏,无锡市
98,2022-12-10,23:01,2022-12-10 23:01,广州,广州
99,2022-12-10,14:58,2022-12-10 14:58,上海,上海市
100,2022-12-10,20:47,2022-12-10 20:47,深圳,深圳
101,2022-12-10,14:19,2022-12-10 14:19,江苏,南京市
102,2022-12-10,20:36,2022-12-10 20:36,北京,北京市
103,2022-12-10,08:03,2022-12-10 08:03,广州,广州
104,2022-12-10,21:33,2022-12-10 21:33,深圳,深圳
105,2022-12-10,21:34,2022-12-10 21:34,江苏,宿迁市
106,2022-12-10,20:38,2022-12-10 20:38,上海,上海市
107,2022-12-10,23:55,2022-12-10 23:55,上海,上海市
108,2022-12-10,19:53,2022-12-10 19:53,北京,北京市
109,2022-12-10,22:36,2022-12-10 22:36,江苏,徐州市
110,2022-12-10,19:43,2022-12-10 19:43,山东,淄博市
111,2022-12-10,17:18,2022-12-10 17:18,浙江,宁波市
112,2022-12-10,02:50,2022-12-10 02:50,山东,淄博市
113,2022-12-10,07:33,2022-12-10 07:33,江苏,苏州市
10,2022-12-11,23:36,2022-12-11 23:36,上海,上海市
11,2022-12-11,23:02,2022-12-11 23:02,江苏,连云港市
12,2022-12-11,11:24,2022-12-11 11:24,浙江,嘉兴市
13,2022-12-11,23:12,2022-12-11 23:12,上海,上海市
14,2022-12-11,19:12,2022-12-11 19:12,上海,上海市
15,2022-12-11,10:42,2022-12-11 10:42,北京,北京市
16,2022-12-11,21:45,2022-12-11 21:45,浙江,杭州市
17,2022-12-11,22:45,2022-12-11 22:45,江苏,无锡市
18,2022-12-11,22:51,2022-12-11 22:51,江苏,扬州市
19,2022-12-11,21:01,2022-12-11 21:01,山东,潍坊市
20,2022-12-11,09:22,2022-12-11 09:22,上海,上海市
21,2022-12-11,06:52,2022-12-11 06:52,江苏,南京市
22,2022-12-11,19:24,2022-12-11 19:24,浙江,嘉兴市
23,2022-12-11,22:20,2022-12-11 22:20,江苏,徐州市
24,2022-12-11,11:39,2022-12-11 11:39,江苏,徐州市
25,2022-12-11,15:15,2022-12-11 15:15,浙江,温州市
26,2022-12-11,22:04,2022-12-11 22:04,上海,上海市
27,2022-12-11,11:51,2022-12-11 11:51,上海,上海市
28,2022-12-11,10:51,2022-12-11 10:51,江苏,徐州市
29,2022-12-11,05:49,2022-12-11 05:49,江苏,苏州市
30,2022-12-11,21:20,2022-12-11 21:20,浙江,宁波市
31,2022-12-11,01:43,2022-12-11 01:43,广州,广州
32,2022-12-11,23:03,2022-12-11 23:03,山东,德州市
33,2022-12-11,12:16,2022-12-11 12:16,江苏,连云港市
34,2022-12-11,21:18,2022-12-11 21:18,广州,广州
35,2022-12-11,11:30,2022-12-11 11:30,广州,广州
36,2022-12-11,20:55,2022-12-11 20:55,浙江,杭州市
37,2022-12-11,23:28,2022-12-11 23:28,江苏,南京市
38,2022-12-11,11:33,2022-12-11 11:33,江苏,徐州市
39,2022-12-11,06:00,2022-12-11 06:00,广州,广州
40,2022-12-11,19:49,2022-12-11 19:49,浙江,宁波市
41,2022-12-11,21:26,2022-12-11 21:26,上海,上海市
42,2022-12-11,15:30,2022-12-11 15:30,浙江,金华市
43,2022-12-11,08:18,2022-12-11 08:18,江苏,常州市
44,2022-12-11,15:56,2022-12-11 15:56,北京,北京市
45,2022-12-11,14:46,2022-12-11 14:46,深圳,深圳
46,2022-12-11,21:21,2022-12-11 21:21,上海,上海市
47,2022-12-11,21:28,2022-12-11 21:28,江苏,盐城市
48,2022-12-11,10:42,2022-12-11 10:42,广州,广州
49,2022-12-11,11:06,2022-12-11 11:06,上海,上海市
50,2022-12-11,06:10,2022-12-11 06:10,山东,德州市
51,2022-12-11,14:44,2022-12-11 14:44,浙江,绍兴市
52,2022-12-11,23:52,2022-12-11 23:52,深圳,深圳
53,2022-12-11,14:18,2022-12-11 14:18,江苏,南通市
54,2022-12-11,15:18,2022-12-11 15:18,山东,烟台市
55,2022-12-11,05:46,2022-12-11 05:46,深圳,深圳
56,2022-12-11,07:42,2022-12-11 07:42,浙江,丽水市
57,2022-12-11,10:19,2022-12-11 10:19,上海,上海市
58,2022-12-11,18:53,2022-12-11 18:53,广州,广州
59,2022-12-11,20:20,2022-12-11 20:20,江苏,扬州市
60,2022-12-11,09:49,2022-12-11 09:49,山东,淄博市
61,2022-12-11,23:52,2022-12-11 23:52,广州,广州
62,2022-12-11,10:54,2022-12-11 10:54,北京,北京市
63,2022-12-11,11:16,2022-12-11 11:16,浙江,温州市
64,2022-12-11,06:18,2022-12-11 06:18,深圳,深圳
65,2022-12-11,20:23,2022-12-11 20:23,浙江,丽水市
66,2022-12-11,21:46,2022-12-11 21:46,浙江,衢州市
67,2022-12-11,21:57,2022-12-11 21:57,上海,上海市
68,2022-12-11,08:41,2022-12-11 08:41,上海,上海市
69,2022-12-11,19:51,2022-12-11 19:51,浙江,温州市
70,2022-12-11,03:14,2022-12-11 03:14,上海,上海市
71,2022-12-11,21:14,2022-12-11 21:14,江苏,南京市
72,2022-12-11,10:02,2022-12-11 10:02,浙江,衢州市
73,2022-12-11,10:36,2022-12-11 10:36,江苏,镇江市
74,2022-12-11,03:32,2022-12-11 03:32,江苏,泰州市
75,2022-12-11,15:51,2022-12-11 15:51,广州,广州
76,2022-12-11,07:23,2022-12-11 07:23,广州,广州
77,2022-12-11,13:40,2022-12-11 13:40,江苏,徐州市
78,2022-12-11,11:15,2022-12-11 11:15,上海,上海市
79,2022-12-11,16:02,2022-12-11 16:02,上海,上海市
80,2022-12-11,22:22,2022-12-11 22:22,浙江,衢州市
81,2022-12-11,21:08,2022-12-11 21:08,江苏,无锡市
82,2022-12-11,10:33,2022-12-11 10:33,江苏,扬州市
83,2022-12-11,10:55,2022-12-11 10:55,上海,上海市
84,2022-12-11,04:35,2022-12-11 04:35,广州,广州
85,2022-12-11,22:58,2022-12-11 22:58,浙江,嘉兴市
86,2022-12-11,17:14,2022-12-11 17:14,山东,青岛市
87,2022-12-11,14:46,2022-12-11 14:46,江苏,苏州市
88,2022-12-11,22:31,2022-12-11 22:31,上海,上海市
89,2022-12-11,00:21,2022-12-11 00:21,上海,上海市
90,2022-12-11,10:12,2022-12-11 10:12,深圳,深圳
91,2022-12-11,21:43,2022-12-11 21:43,深圳,深圳
92,2022-12-11,21:05,2022-12-11 21:05,深圳,深圳
93,2022-12-11,13:16,2022-12-11 13:16,深圳,深圳
94,2022-12-11,18:28,2022-12-11 18:28,江苏,南通市
95,2022-12-11,21:25,2022-12-11 21:25,浙江,衢州市
96,2022-12-11,19:00,2022-12-11 19:00,浙江,金华市
97,2022-12-11,11:13,2022-12-11 11:13,上海,上海市
98,2022-12-11,09:31,2022-12-11 09:31,上海,上海市
11,2022-12-12,22:21,2022-12-12 22:21,浙江,衢州市
12,2022-12-12,21:56,2022-12-12 21:56,江苏,南通市
13,2022-12-12,23:06,2022-12-12 23:06,上海,上海市
14,2022-12-12,08:59,2022-12-12 08:59,上海,上海市
15,2022-12-12,13:30,2022-12-12 13:30,浙江,宁波市
16,2022-12-12,10:42,2022-12-12 10:42,北京,北京市
17,2022-12-12,06:41,2022-12-12 06:41,深圳,深圳
18,2022-12-12,13:37,2022-12-12 13:37,上海,上海市
19,2022-12-12,15:08,2022-12-12 15:08,广州,广州
20,2022-12-12,22:31,2022-12-12 22:31,浙江,丽水市
21,2022-12-12,01:24,2022-12-12 01:24,江苏,淮安市(原淮阴市）
22,2022-12-12,22:29,2022-12-12 22:29,山东,临沂市
23,2022-12-12,11:47,2022-12-12 11:47,山东,青岛市
24,2022-12-12,10:08,2022-12-12 10:08,山东,临沂市
25,2022-12-12,21:44,2022-12-12 21:44,浙江,舟山市
26,2022-12-12,08:07,2022-12-12 08:07,浙江,湖州市
27,2022-12-12,10:49,2022-12-12 10:49,江苏,淮安市(原淮阴市）
28,2022-12-12,09:26,2022-12-12 09:26,广州,广州
29,2022-12-12,09:59,2022-12-12 09:59,江苏,淮安市(原淮阴市）
30,2022-12-12,11:43,2022-12-12 11:43,江苏,徐州市
31,2022-12-12,10:30,2022-12-12 10:30,深圳,深圳
32,2022-12-12,20:50,2022-12-12 20:50,上海,上海市
33,2022-12-12,11:41,2022-12-12 11:41,深圳,深圳
34,2022-12-12,22:37,2022-12-12 22:37,江苏,盐城市
35,2022-12-12,21:38,2022-12-12 21:38,浙江,衢州市
36,2022-12-12,00:40,2022-12-12 00:40,江苏,淮安市(原淮阴市）
37,2022-12-12,13:41,2022-12-12 13:41,北京,北京市
38,2022-12-12,22:29,2022-12-12 22:29,江苏,苏州市
39,2022-12-12,11:41,2022-12-12 11:41,山东,菏泽地区
40,2022-12-12,09:06,2022-12-12 09:06,浙江,宁波市
41,2022-12-12,10:49,2022-12-12 10:49,上海,上海市
42,2022-12-12,23:27,2022-12-12 23:27,广州,广州
43,2022-12-12,13:13,2022-12-12 13:13,江苏,无锡市
44,2022-12-12,21:50,2022-12-12 21:50,上海,上海市
45,2022-12-12,10:07,2022-12-12 10:07,深圳,深圳
46,2022-12-12,21:57,2022-12-12 21:57,广州,广州
47,2022-12-12,13:04,2022-12-12 13:04,浙江,宁波市
48,2022-12-12,07:00,2022-12-12 07:00,广州,广州
49,2022-12-12,09:54,2022-12-12 09:54,深圳,深圳
50,2022-12-12,12:22,2022-12-12 12:22,浙江,舟山市
51,2022-12-12,15:56,2022-12-12 15:56,浙江,金华市
52,2022-12-12,11:48,2022-12-12 11:48,上海,上海市
53,2022-12-12,22:49,2022-12-12 22:49,上海,上海市
54,2022-12-12,14:15,2022-12-12 14:15,江苏,南京市
55,2022-12-12,06:19,2022-12-12 06:19,江苏,泰州市
56,2022-12-12,12:23,2022-12-12 12:23,上海,上海市
57,2022-12-12,20:27,2022-12-12 20:27,浙江,舟山市
58,2022-12-12,09:37,2022-12-12 09:37,江苏,无锡市
59,2022-12-12,18:30,2022-12-12 18:30,浙江,宁波市
60,2022-12-12,00:02,2022-12-12 00:02,上海,上海市
61,2022-12-12,22:00,2022-12-12 22:00,山东,烟台市
62,2022-12-12,07:30,2022-12-12 07:30,浙江,台州市
63,2022-12-12,13:33,2022-12-12 13:33,上海,上海市
64,2022-12-12,04:49,2022-12-12 04:49,江苏,苏州市
65,2022-12-12,23:18,2022-12-12 23:18,上海,上海市
66,2022-12-12,11:22,2022-12-12 11:22,上海,上海市
67,2022-12-12,11:05,2022-12-12 11:05,江苏,镇江市
68,2022-12-12,11:23,2022-12-12 11:23,浙江,台州市
69,2022-12-12,14:40,2022-12-12 14:40,上海,上海市
70,2022-12-12,22:29,2022-12-12 22:29,山东,临沂市
71,2022-12-12,19:04,2022-12-12 19:04,上海,上海市
72,2022-12-12,09:26,2022-12-12 09:26,上海,上海市
73,2022-12-12,16:16,2022-12-12 16:16,北京,北京市
74,2022-12-12,23:42,2022-12-12 23:42,上海,上海市
75,2022-12-12,20:34,2022-12-12 20:34,江苏,宿迁市
76,2022-12-12,22:11,2022-12-12 22:11,广州,广州
77,2022-12-12,22:05,2022-12-12 22:05,山东,淄博市
78,2022-12-12,20:18,2022-12-12 20:18,上海,上海市
79,2022-12-12,07:48,2022-12-12 07:48,浙江,湖州市
80,2022-12-12,19:18,2022-12-12 19:18,江苏,徐州市
81,2022-12-12,09:47,2022-12-12 09:47,上海,上海市
82,2022-12-12,19:08,2022-12-12 19:08,广州,广州
83,2022-12-12,22:30,2022-12-12 22:30,江苏,泰州市
84,2022-12-12,22:18,2022-12-12 22:18,浙江,嘉兴市
85,2022-12-12,18:35,2022-12-12 18:35,上海,上海市
86,2022-12-12,12:32,2022-12-12 12:32,山东,德州市
87,2022-12-12,11:04,2022-12-12 11:04,山东,青岛市
88,2022-12-12,19:22,2022-12-12 19:22,深圳,深圳
89,2022-12-12,20:23,2022-12-12 20:23,上海,上海市
90,2022-12-12,20:19,2022-12-12 20:19,浙江,杭州市
91,2022-12-12,01:21,2022-12-12 01:21,上海,上海市
92,2022-12-12,17:13,2022-12-12 17:13,浙江,丽水市
93,2022-12-12,06:02,2022-12-12 06:02,江苏,苏州市
94,2022-12-12,23:20,2022-12-12 23:20,上海,上海市
95,2022-12-12,14:13,2022-12-12 14:13,广州,广州
96,2022-12-12,17:51,2022-12-12 17:51,浙江,宁波市
97,2022-12-12,00:34,2022-12-12 00:34,浙江,绍兴市
98,2022-12-12,15:51,2022-12-12 15:51,上海,上海市
99,2022-12-12,09:32,2022-12-12 09:32,江苏,南通市
100,2022-12-12,06:29,2022-12-12 06:29,江苏,盐城市
101,2022-12-12,20:16,2022-12-12 20:16,北京,北京市
102,2022-12-12,14:56,2022-12-12 14:56,广州,广州
103,2022-12-12,11:02,2022-12-12 11:02,浙江,温州市
104,2022-12-12,23:52,2022-12-12 23:52,深圳,深圳
105,2022-12-12,05:20,2022-12-12 05:20,江苏,徐州市
106,2022-12-12,15:03,2022-12-12 15:03,山东,德州市
107,2022-12-12,11:26,2022-12-12 11:26,深圳,深圳
108,2022-12-12,22:17,2022-12-12 22:17,江苏,宿迁市
109,2022-12-12,00:21,2022-12-12 00:21,江苏,宿迁市
110,2022-12-12,12:58,2022-12-12 12:58,广州,广州
111,2022-12-12,19:09,2022-12-12 19:09,北京,北京市
112,2022-12-12,18:48,2022-12-12 18:48,广州,广州
113,2022-12-12,23:07,2022-12-12 23:07,深圳,深圳
114,2022-12-12,01:02,2022-12-12 01:02,广州,广州
115,2022-12-12,06:41,2022-12-12 06:41,深圳,深圳
116,2022-12-12,10:31,2022-12-12 10:31,深圳,深圳
117,2022-12-12,11:37,2022-12-12 11:37,山东,枣庄市
118,2022-12-12,14:49,2022-12-12 14:49,江苏,连云港市
119,2022-12-12,15:33,2022-12-12 15:33,江苏,泰州市
120,2022-12-12,08:41,2022-12-12 08:41,广州,广州
121,2022-12-12,22:41,2022-12-12 22:41,广州,广州
122,2022-12-12,22:08,2022-12-12 22:08,江苏,宿迁市
123,2022-12-12,16:10,2022-12-12 16:10,浙江,丽水市
124,2022-12-12,23:16,2022-12-12 23:16,浙江,绍兴市
125,2022-12-12,23:45,2022-12-12 23:45,浙江,杭州市
126,2022-12-12,22:40,2022-12-12 22:40,江苏,盐城市
127,2022-12-12,03:56,2022-12-12 03:56,广州,广州
128,2022-12-12,11:13,2022-12-12 11:13,上海,上海市
129,2022-12-12,07:18,2022-12-12 07:18,深圳,深圳
130,2022-12-12,17:17,2022-12-12 17:17,广州,广州
131,2022-12-12,21:28,2022-12-12 21:28,浙江,温州市
132,2022-12-12,05:51,2022-12-12 05:51,江苏,苏州市
133,2022-12-12,09:43,2022-12-12 09:43,江苏,常州市
134,2022-12-12,23:13,2022-12-12 23:13,浙江,金华市
135,2022-12-12,22:30,2022-12-12 22:30,浙江,台州市
136,2022-12-12,09:31,2022-12-12 09:31,浙江,台州市
137,2022-12-12,18:07,2022-12-12 18:07,深圳,深圳
138,2022-12-12,12:52,2022-12-12 12:52,山东,菏泽地区
139,2022-12-12,20:27,2022-12-12 20:27,上海,上海市
140,2022-12-12,10:43,2022-12-12 10:43,北京,北京市
141,2022-12-12,00:36,2022-12-12 00:36,浙江,绍兴市
142,2022-12-12,11:15,2022-12-12 11:15,浙江,杭州市
143,2022-12-12,23:49,2022-12-12 23:49,山东,德州市
144,2022-12-12,10:08,2022-12-12 10:08,山东,青岛市
145,2022-12-12,09:56,2022-12-12 09:56,浙江,杭州市
146,2022-12-12,15:20,2022-12-12 15:20,深圳,深圳
147,2022-12-12,22:28,2022-12-12 22:28,山东,烟台市
148,2022-12-12,07:29,2022-12-12 07:29,北京,北京市
149,2022-12-12,02:29,2022-12-12 02:29,北京,北京市
150,2022-12-12,21:30,2022-12-12 21:30,江苏,南通市
151,2022-12-12,18:26,2022-12-12 18:26,广州,广州
152,2022-12-12,14:09,2022-12-12 14:09,浙江,台州市
153,2022-12-12,13:24,2022-12-12 13:24,上海,上海市
154,2022-12-12,00:45,2022-12-12 00:45,山东,东营市
155,2022-12-12,22:49,2022-12-12 22:49,上海,上海市
156,2022-12-12,04:31,2022-12-12 04:31,江苏,徐州市
157,2022-12-12,21:30,2022-12-12 21:30,江苏,盐城市
158,2022-12-12,08:41,2022-12-12 08:41,浙江,金华市
159,2022-12-12,19:58,2022-12-12 19:58,江苏,无锡市
160,2022-12-12,21:38,2022-12-12 21:38,江苏,苏州市
161,2022-12-12,10:33,2022-12-12 10:33,江苏,南京市
162,2022-12-12,22:03,2022-12-12 22:03,浙江,嘉兴市
163,2022-12-12,23:22,2022-12-12 23:22,上海,上海市
164,2022-12-12,12:50,2022-12-12 12:50,上海,上海市
165,2022-12-12,09:53,2022-12-12 09:53,广州,广州
166,2022-12-12,12:20,2022-12-12 12:20,北京,北京市
167,2022-12-12,00:46,2022-12-12 00:46,浙江,杭州市
168,2022-12-12,13:35,2022-12-12 13:35,江苏,苏州市
169,2022-12-12,18:42,2022-12-12 18:42,山东,临沂市
170,2022-12-12,20:12,2022-12-12 20:12,上海,上海市
171,2022-12-12,21:22,2022-12-12 21:22,广州,广州
172,2022-12-12,20:49,2022-12-12 20:49,深圳,深圳
173,2022-12-12,10:36,2022-12-12 10:36,江苏,盐城市
174,2022-12-12,21:14,2022-12-12 21:14,深圳,深圳
175,2022-12-12,22:55,2022-12-12 22:55,广州,广州
176,2022-12-12,20:33,2022-12-12 20:33,上海,上海市
177,2022-12-12,19:46,2022-12-12 19:46,广州,广州
178,2022-12-12,15:05,2022-12-12 15:05,上海,上海市
179,2022-12-12,19:53,2022-12-12 19:53,广州,广州
180,2022-12-12,22:16,2022-12-12 22:16,北京,北京市
181,2022-12-12,10:50,2022-12-12 10:50,山东,滨州地区
182,2022-12-12,09:33,2022-12-12 09:33,江苏,淮安市(原淮阴市）
183,2022-12-12,10:32,2022-12-12 10:32,北京,北京市
184,2022-12-12,14:22,2022-12-12 14:22,浙江,宁波市
185,2022-12-12,20:09,2022-12-12 20:09,北京,北京市
186,2022-12-12,00:36,2022-12-12 00:36,江苏,扬州市
187,2022-12-12,09:28,2022-12-12 09:28,江苏,连云港市
188,2022-12-12,02:57,2022-12-12 02:57,江苏,淮安市(原淮阴市）
189,2022-12-12,23:02,2022-12-12 23:02,广州,广州
190,2022-12-12,10:29,2022-12-12 10:29,广州,广州
191,2022-12-12,23:23,2022-12-12 23:23,上海,上海市
192,2022-12-12,11:47,2022-12-12 11:47,江苏,南通市
193,2022-12-12,22:21,2022-12-12 22:21,浙江,温州市
194,2022-12-12,13:14,2022-12-12 13:14,上海,上海市
195,2022-12-12,07:20,2022-12-12 07:20,山东,临沂市
196,2022-12-12,09:57,2022-12-12 09:57,江苏,徐州市
197,2022-12-12,07:42,2022-12-12 07:42,北京,北京市
198,2022-12-12,20:20,2022-12-12 20:20,江苏,淮安市(原淮阴市）
199,2022-12-12,13:59,2022-12-12 13:59,江苏,南通市
200,2022-12-12,09:53,2022-12-12 09:53,上海,上海市
201,2022-12-12,11:56,2022-12-12 11:56,上海,上海市
12,2022-12-13,15:57,2022-12-13 15:57,山东,泰安市
13,2022-12-13,22:03,2022-12-13 22:03,浙江,衢州市
14,2022-12-13,22:39,2022-12-13 22:39,山东,临沂市
15,2022-12-13,19:40,2022-12-13 19:40,深圳,深圳
16,2022-12-13,09:56,2022-12-13 09:56,上海,上海市
17,2022-12-13,09:21,2022-12-13 09:21,上海,上海市
18,2022-12-13,13:40,2022-12-13 13:40,浙江,绍兴市
19,2022-12-13,22:53,2022-12-13 22:53,山东,临沂市
20,2022-12-13,20:05,2022-12-13 20:05,江苏,盐城市
21,2022-12-13,10:30,2022-12-13 10:30,江苏,镇江市
22,2022-12-13,21:49,2022-12-13 21:49,江苏,宿迁市
23,2022-12-13,11:39,2022-12-13 11:39,浙江,台州市
24,2022-12-13,23:42,2022-12-13 23:42,江苏,苏州市
25,2022-12-13,23:34,2022-12-13 23:34,深圳,深圳
26,2022-12-13,08:43,2022-12-13 08:43,广州,广州
27,2022-12-13,22:03,2022-12-13 22:03,江苏,连云港市
28,2022-12-13,23:29,2022-12-13 23:29,江苏,宿迁市
29,2022-12-13,21:16,2022-12-13 21:16,浙江,衢州市
30,2022-12-13,06:09,2022-12-13 06:09,上海,上海市
31,2022-12-13,10:06,2022-12-13 10:06,浙江,杭州市
32,2022-12-13,09:41,2022-12-13 09:41,江苏,常州市
33,2022-12-13,21:46,2022-12-13 21:46,深圳,深圳
34,2022-12-13,22:48,2022-12-13 22:48,上海,上海市
35,2022-12-13,12:38,2022-12-13 12:38,深圳,深圳
36,2022-12-13,01:55,2022-12-13 01:55,上海,上海市
37,2022-12-13,22:40,2022-12-13 22:40,浙江,绍兴市
38,2022-12-13,21:21,2022-12-13 21:21,浙江,绍兴市
39,2022-12-13,08:47,2022-12-13 08:47,江苏,南京市
40,2022-12-13,22:21,2022-12-13 22:21,深圳,深圳
41,2022-12-13,21:55,2022-12-13 21:55,山东,烟台市
42,2022-12-13,21:06,2022-12-13 21:06,山东,滨州地区
43,2022-12-13,09:08,2022-12-13 09:08,上海,上海市
44,2022-12-13,17:58,2022-12-13 17:58,上海,上海市
45,2022-12-13,14:19,2022-12-13 14:19,山东,威海市
46,2022-12-13,20:05,2022-12-13 20:05,广州,广州
47,2022-12-13,07:14,2022-12-13 07:14,上海,上海市
48,2022-12-13,16:25,2022-12-13 16:25,上海,上海市
49,2022-12-13,20:39,2022-12-13 20:39,上海,上海市
50,2022-12-13,22:57,2022-12-13 22:57,山东,东营市
51,2022-12-13,09:52,2022-12-13 09:52,上海,上海市
52,2022-12-13,22:51,2022-12-13 22:51,江苏,淮安市(原淮阴市）
53,2022-12-13,16:55,2022-12-13 16:55,浙江,衢州市
54,2022-12-13,13:40,2022-12-13 13:40,北京,北京市
55,2022-12-13,09:52,2022-12-13 09:52,上海,上海市
56,2022-12-13,18:10,2022-12-13 18:10,江苏,宿迁市
57,2022-12-13,11:31,2022-12-13 11:31,深圳,深圳
58,2022-12-13,23:06,2022-12-13 23:06,山东,潍坊市
59,2022-12-13,12:03,2022-12-13 12:03,广州,广州
60,2022-12-13,23:49,2022-12-13 23:49,浙江,宁波市
61,2022-12-13,20:37,2022-12-13 20:37,上海,上海市
62,2022-12-13,21:00,2022-12-13 21:00,浙江,湖州市
63,2022-12-13,09:06,2022-12-13 09:06,广州,广州
64,2022-12-13,22:30,2022-12-13 22:30,江苏,徐州市
65,2022-12-13,15:17,2022-12-13 15:17,北京,北京市
66,2022-12-13,23:10,2022-12-13 23:10,山东,德州市
67,2022-12-13,15:33,2022-12-13 15:33,江苏,无锡市
68,2022-12-13,12:32,2022-12-13 12:32,浙江,丽水市
69,2022-12-13,22:31,2022-12-13 22:31,上海,上海市
70,2022-12-13,09:43,2022-12-13 09:43,北京,北京市
71,2022-12-13,14:57,2022-12-13 14:57,江苏,苏州市
72,2022-12-13,10:00,2022-12-13 10:00,上海,上海市
73,2022-12-13,20:03,2022-12-13 20:03,江苏,连云港市
74,2022-12-13,15:59,2022-12-13 15:59,广州,广州
75,2022-12-13,21:03,2022-12-13 21:03,上海,上海市
76,2022-12-13,17:12,2022-12-13 17:12,上海,上海市
77,2022-12-13,04:54,2022-12-13 04:54,上海,上海市
78,2022-12-13,14:26,2022-12-13 14:26,浙江,绍兴市
79,2022-12-13,08:14,2022-12-13 08:14,浙江,台州市
80,2022-12-13,16:40,2022-12-13 16:40,山东,济宁市
81,2022-12-13,21:54,2022-12-13 21:54,广州,广州
82,2022-12-13,08:42,2022-12-13 08:42,浙江,丽水市
83,2022-12-13,09:58,2022-12-13 09:58,浙江,宁波市
84,2022-12-13,07:47,2022-12-13 07:47,上海,上海市
85,2022-12-13,20:34,2022-12-13 20:34,广州,广州
86,2022-12-13,19:56,2022-12-13 19:56,北京,北京市
87,2022-12-13,11:34,2022-12-13 11:34,深圳,深圳
88,2022-12-13,20:31,2022-12-13 20:31,江苏,南通市
89,2022-12-13,18:59,2022-12-13 18:59,深圳,深圳
90,2022-12-13,14:03,2022-12-13 14:03,浙江,宁波市
91,2022-12-13,06:16,2022-12-13 06:16,上海,上海市
92,2022-12-13,14:35,2022-12-13 14:35,山东,枣庄市
93,2022-12-13,10:28,2022-12-13 10:28,山东,日照市
94,2022-12-13,00:57,2022-12-13 00:57,浙江,温州市
95,2022-12-13,13:23,2022-12-13 13:23,浙江,衢州市
96,2022-12-13,13:10,2022-12-13 13:10,江苏,镇江市
97,2022-12-13,10:08,2022-12-13 10:08,北京,北京市
98,2022-12-13,14:37,2022-12-13 14:37,江苏,淮安市(原淮阴市）
99,2022-12-13,21:54,2022-12-13 21:54,北京,北京市
100,2022-12-13,04:53,2022-12-13 04:53,上海,上海市
101,2022-12-13,21:00,2022-12-13 21:00,江苏,南通市
102,2022-12-13,23:06,2022-12-13 23:06,深圳,深圳
103,2022-12-13,22:49,2022-12-13 22:49,浙江,金华市
104,2022-12-13,16:50,2022-12-13 16:50,江苏,南京市
105,2022-12-13,20:37,2022-12-13 20:37,江苏,镇江市
106,2022-12-13,19:00,2022-12-13 19:00,北京,北京市
107,2022-12-13,20:49,2022-12-13 20:49,深圳,深圳
108,2022-12-13,10:14,2022-12-13 10:14,江苏,连云港市
109,2022-12-13,06:12,2022-12-13 06:12,江苏,泰州市
110,2022-12-13,08:06,2022-12-13 08:06,浙江,温州市
111,2022-12-13,14:41,2022-12-13 14:41,广州,广州
112,2022-12-13,21:57,2022-12-13 21:57,深圳,深圳
113,2022-12-13,10:12,2022-12-13 10:12,深圳,深圳
114,2022-12-13,14:59,2022-12-13 14:59,山东,潍坊市
